word	noun_nomn_score	best_parse	noun_nomn_parse
дожид	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дойка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дойра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
докер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
домна	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
домра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
донка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
донна	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
донор	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
донцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
доска	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дофин	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дочка	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
дояры	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
драга	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
драка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
драма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дрога	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дрозд	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дрофа	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
друза	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
друид	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дудак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дудка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дужка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дулеб	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
думец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
думка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
думцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
дурак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дурни	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
дурра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дутыш	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дылда	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
дырка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дьяки	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
дятел	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дятлы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
евнух	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
евреи	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
еврей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
егерь	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
егоза	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
едоки	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ежата	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ежики	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ежиха	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
ездка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
еноты	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ерник	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
есаул	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ехида	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
жабка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жабра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жажда	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жамка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жатва	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жатка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
желна	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
жених	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
женка	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
жеода	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жерех	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
живец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
живцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жиган	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жилец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жилка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жинка	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
жиряк	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жлобы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жменя	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жмоты	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жнецы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жница	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
жокеи	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жокей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жрецы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жрица	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
жуиры	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
жулан	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жулик	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
забер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
забес	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
забог	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
завуч	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
загад	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
заика	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
зайка	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
зайцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
закуп	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
замша	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
затея	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
звери	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
зверь	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
зебра	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
зелот	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
земец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
земля	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
злоба	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
зловр	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
злюка	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
значи	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
золка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
зраза	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
зуавы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
зубры	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
зуйки	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
зулус	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
зурна	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
зяйка	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
зятек	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
зятья	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
иберы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ибисы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ивина	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
игрец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
игрок	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
игрун	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
идиот	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
идолы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
иереи	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
иерей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ижица	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
избач	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
изгои	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
изгой	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
изюбр	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
икона	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
икота	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
иксия	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
имамы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ингуш	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
индус	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
индюк	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
иомен	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ирбис	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ироды	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
искра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
истец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
истцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
иудей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ишаки	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
йенцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
йомен	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кааба	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кабач	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кабил	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кадий	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кадка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
казак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
казах	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
казна	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
каины	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
кайма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кайра	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
калка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
калла	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
камея	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
камка	1.000000	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
камса	1.000000	NOUN,anim,femn,Sgtm sing,nomn	NOUN,anim,femn,Sgtm sing,nomn
камча	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
канва	1.000000	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
канна	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
капля	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
каппа	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
карга	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
карда	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
карма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
карта	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
каска	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
касса	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
каста	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кацап	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
качка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
качча	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кашка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кашуб	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
каюта	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
квота	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кельт	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
келья	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кенар	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кепка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
керра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кибер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кидас	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
киник	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кирза	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кирка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кирха	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кисея	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
киска	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
киста	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кичка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кишка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
клака	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
клерк	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
клест	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
клопы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
клоун	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
клуня	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
клуша	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
клюка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кляча	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
книга	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кница	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
книша	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
князь	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
коала	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
кобза	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ковач	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
койка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
койот	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кокер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кокет	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
колба	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
колея	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
комар	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
комик	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
комма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
конка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
конюх	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
копия	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
копка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
копна	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
копты	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
копун	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кореш	1.000000	NOUN,anim,masc,Infr sing,nomn	NOUN,anim,masc,Infr sing,nomn
корка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
коряк	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
косач	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
косец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
косцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
кофта	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кохия	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кочет	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кочка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кошма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кощей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
крабы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
крага	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кража	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
краля	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
краса	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
крезы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
креол	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
крица	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кроты	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
круча	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
крыса	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
крыша	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ксива	1.000000	NOUN,inan,femn,Slng sing,nomn	NOUN,inan,femn,Slng sing,nomn
кузня	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кукла	1.000000	NOUN,anim,femn,Inmx sing,nomn	NOUN,anim,femn,Inmx sing,nomn
кулан	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кумжа	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
кумир	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кумык	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кунак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
купец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
купка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
купля	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
купцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
курва	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
курды	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
курия	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кутум	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кутья	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кухня	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кучер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кучка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
кхмер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лабух	1.000000	NOUN,anim,masc,Slng sing,nomn	NOUN,anim,masc,Slng sing,nomn
лавка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ладья	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лайба	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лайда	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лакеи	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
лакей	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лампа	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ламут	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ланка	1.000000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
лапка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лапта	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лапша	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
латка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лгуны	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
левак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
левит	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
левша	1.000000	NOUN,anim,ms-f sing,nomn	NOUN,anim,ms-f sing,nomn
легат	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
легаш	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лежка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лейба	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лейка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лемма	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лемур	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лента	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лепка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лепра	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лепта	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лерка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
летун	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лешак	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лешие	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
леший	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лещик	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лжецы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
лиана	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лидер	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лизун	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лимфа	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
линза	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
линия	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
литка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лихач	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лихва	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
лобан	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ловец	1.000000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ловля	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ловцы	1.000000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
лодка	1.000000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
локва	1.000000	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
